chr1	9002973	9026423	-	SLC2A7	1	9026423
chr1	9035106	9072259	-	SLC2A5	3	9072259
chr1	9100305	9129102	-	GPR157	1	9129102
chr1	9234774	9271337	+	H6PD	2	9234774
chr1	9292894	9369532	+	SPSB1	1	9292894
chr1	9539465	9585173	+	SLC25A33	1	9539465
chr1	9588911	9614877	+	TMEM201	2	9588911
chr1	9651731	9729114	+	PIK3CD	3	9651731
chr1	9728926	9824526	-	CLSTN1	2	9824526
chr1	9848276	9910269	-	CTNNBIP1	1	9910269
chr1	9922118	9943391	-	LZIC	2	9943391
chr1	9942923	9985498	+	NMNAT1	3	9942923
chr1	9997228	10016021	+	RBP7	1	9997228
chr1	10032958	10181239	+	UBE4B	1	10032958
chr1	10210570	10381603	+	KIF1B	5	10210570
chr1	10399064	10420511	+	PGD	1	10399064
chr1	10430433	10452153	+	CENPS-CORT	2	10430433
chr1	10456522	10472529	-	DFFA	2	10472529
chr1	10474950	10630758	+	PEX14	1	10474950
chr1	10636604	10796646	-	CASZ1	2	10796646
chr1	10946475	10982076	-	C1orf127	2	10982076
chr1	11012654	11025492	+	TARDBP	1	11012654
chr1	11026523	11047239	-	MASP2	2	11047239
chr1	11054589	11060018	-	SRM	1	11060018
chr1	11066618	11099869	-	EXOSC10	1	11099869
chr1	11106535	11262551	-	MTOR	1	11262551
chr1	11189355	11195981	+	ANGPTL7	1	11189355
chr1	11273198	11299574	+	UBIAD1	2	11273198
chr1	11479155	11537551	+	DISP3	1	11479155
chr1	11648387	11654429	-	FBXO2	1	11654429
chr1	11654407	11663327	+	FBXO44	2	11654407
chr1	11664200	11674354	+	FBXO6	1	11664200
chr1	11674480	11691559	-	MAD2L2	2	11691559
chr1	11691710	11725857	+	DRAXIN	1	11691710
chr1	11736136	11750769	+	AGTRAP	1	11736136
chr1	11762193	11789585	+	C1orf167	1	11762193
chr1	11785723	11805964	-	MTHFR	2	11805964
chr1	11806191	11843130	+	CLCN6	1	11806191
chr1	11845709	11847783	-	NPPA	1	11847783
chr1	11857464	11858945	-	NPPB	1	11858945
chr1	11919591	11926427	-	KIAA2013	1	11926427
chr1	11934717	11975537	+	PLOD1	1	11934717
chr1	11980444	12013508	+	MFN2	1	11980444
chr1	12019498	12032045	+	MIIP	1	12019498
chr1	12063303	12144207	+	TNFRSF8	1	12063303
chr1	12166991	12209220	+	TNFRSF1B	1	12166991
chr1	12230030	12512047	+	VPS13D	1	12230030
chr1	12567910	12618210	-	DHRS3	3	12618210
chr1	12644085	12667076	+	AADACL4	1	12644085
chr1	12716110	12728760	+	AADACL3	1	12716110
chr1	12746200	12763699	+	CFAP107	1	12746200
chr1	12773738	12777906	+	PRAMEF12	1	12773738
chr1	12791397	12796628	+	PRAMEF1	2	12791397
chr1	12824605	12831410	-	PRAMEF11	1	12831410
chr1	12847377	12848720	-	HNRNPCL1	1	12848720
chr1	12857086	12861909	+	PRAMEF2	1	12857086
chr1	12879212	12886201	-	PRAMEF4	1	12886201
chr1	12892896	12898270	-	PRAMEF10	1	12898270
chr1	12916610	12920751	+	PRAMEF7	1	12916610
chr1	12938472	12947580	-	PRAMEF6	1	12947580
chr1	13049476	13056575	-	PRAMEF27	1	13056575
chr1	13060769	13062878	+	HNRNPCL3	1	13060769
chr1	13070774	13077884	+	PRAMEF25	1	13070774
chr1	13115488	13116854	-	HNRNPCL2	1	13116854
chr1	13148907	13156009	-	PRAMEF26	1	13156009
chr1	13163914	13165631	-	HNRNPCL4	1	13165631
chr1	13171848	13179459	+	PRAMEF9	1	13171848
chr1	13196188	13201409	-	PRAMEF13	1	13201409
chr1	13222695	13226154	-	PRAMEF18	1	13226154
chr1	13254198	13263435	+	PRAMEF5	1	13254198
chr1	13281304	13285137	-	PRAMEF8	1	13285137
chr1	13303539	13308907	+	PRAMEF33	1	13303539
chr1	13315581	13322598	+	PRAMEF15	1	13315581
chr1	13341892	13347134	-	PRAMEF14	1	13347134
chr1	13368431	13371947	-	PRAMEF19	1	13371947
chr1	13389632	13392629	+	PRAMEF17	1	13389632
chr1	13410450	13421328	+	PRAMEF20	1	13410450
chr1	13474973	13514003	-	LRRC38	1	13514003
chr1	13583757	13617957	+	PDPN	3	13583757
chr1	13700188	13825079	+	PRDM2	5	13700188
chr1	14598685	15118043	+	KAZN	8	14598685
chr1	15152566	15220478	+	TMEM51	2	15152566
chr1	15247223	15398328	+	FHAD1	2	15247223
chr1	15409888	15430339	+	EFHD2	1	15409888
chr1	15438443	15449242	+	CTRC	1	15438443
chr1	15456732	15472091	+	CELA2A	1	15456732
chr1	15476104	15491395	+	CELA2B	1	15476104
chr1	15491401	15524790	-	CASP9	2	15524790
chr1	15526848	15571733	+	DNAJC16	1	15526848
chr1	15571699	15585051	-	AGMAT	1	15585051
chr1	15617458	15669044	+	DDI2	1	15617458
chr1	15659713	15662033	+	RSC1A1	1	15659713
chr1	15684320	15734769	+	PLEKHM2	1	15684320
chr1	15736258	15741392	+	SLC25A34	1	15736258
chr1	15742499	15747982	+	TMEM82	1	15742499
chr1	15756638	15786589	+	FBLIM1	3	15756638
chr1	15807374	15807649	-	UQCRHL	1	15807649
chr1	15847707	15940456	+	SPEN	1	15847707
chr1	15941869	15976101	-	ZBTB17	1	15976101
chr1	16004236	16008807	+	SRARP	1	16004236
chr1	16014029	16019594	-	HSPB7	2	16019594
chr1	16022036	16034050	+	CLCNKA	1	16022036
chr1	16043782	16057326	+	CLCNKB	2	16043782
chr1	16057769	16073651	-	FAM131C	1	16073651
chr1	16124337	16156069	-	EPHA2	1	16156069
chr1	16197854	16212652	-	ARHGEF19	1	16212652
chr1	16231692	16237183	-	CPLANE2	1	16237183
chr1	16246840	16352480	-	FBXO42	1	16352480
chr1	16367242	16398145	+	SZRD1	1	16367242
chr1	16398643	16437424	-	SPATA21	1	16437424
chr1	16440724	16460078	+	NECAP2	1	16440724
chr1	16562323	16613564	-	NBPF1	1	16613564
chr1	16921931	16972964	+	CROCC	1	16921931
chr1	16974502	16981583	-	MFAP2	2	16981583
chr1	16985958	17011928	-	ATP13A2	1	17011928
chr1	17018722	17054032	-	SDHB	1	17054032
chr1	17066761	17119451	-	PADI2	1	17119451
chr1	17205128	17246007	+	PADI1	1	17205128
chr1	17249098	17284233	+	PADI3	1	17249098
chr1	17308197	17364004	+	PADI4	1	17308197
chr1	17372196	17401699	+	PADI6	1	17372196
chr1	17406760	17439677	-	RCC2	2	17439677
chr1	17539698	17697875	+	ARHGEF10L	4	17539698
chr1	17755333	17827063	+	ACTL8	1	17755333
chr1	18107798	18378483	+	IGSF21	1	18107798
chr1	18480930	18485974	+	KLHDC7A	1	18480930
chr1	18630846	18748866	+	PAX7	2	18630846
chr1	18839599	18859660	-	TAS1R2	1	18859660
chr1	18871430	18902555	-	ALDH4A1	2	18902555
chr1	18904280	18956676	-	IFFO2	1	18956676
chr1	19074510	19210266	-	UBR4	1	19210266
chr1	19215660	19251524	-	EMC1	1	19251524
chr1	19251805	19260128	+	MRTO4	1	19251805
chr1	19282573	19288770	-	AKR7A3	1	19288770
chr1	19302708	19312146	-	AKR7A2	2	19312146
chr1	19312326	19329300	+	SLC66A1	1	19312326
chr1	19338775	19485539	-	CAPZB	3	19485539
chr1	19596979	19658452	+	MICOS10-NBL1	1	19596979
chr1	19664875	19680966	+	HTR6	1	19664875
chr1	19682240	19799916	-	TMCO4	2	19799916
chr1	19814029	19815283	-	RNF186	1	19815283
chr1	19882395	19912945	+	OTUD3	1	19882395
chr1	19920009	19923617	-	PLA2G2E	1	19923617
chr1	19975431	19980434	-	PLA2G2A	3	19980434
chr1	20070194	20091911	+	PLA2G5	1	20070194
chr1	20111939	20119536	-	PLA2G2D	1	20119536
chr1	20139323	20150381	+	PLA2G2F	1	20139323
chr1	20163055	20186518	-	PLA2G2C	1	20186518
chr1	20186096	20196050	+	UBXN10	1	20186096
chr1	20290875	20359518	+	VWA5B1	1	20290875
chr1	20482391	20486210	-	CAMK2N1	1	20486210
chr1	20499448	20508151	-	MUL1	1	20508151
chr1	20552573	20555020	+	FAM43B	1	20552573
chr1	20589097	20618903	+	CDA	1	20589097
chr1	20633458	20651511	+	PINK1	1	20633458
chr1	20651777	20661369	-	DDOST	1	20661369
chr1	20664014	20718007	-	KIF17	1	20718007
chr1	20719731	20732703	-	SH2D5	1	20732703
chr1	20740266	20787307	-	HP1BP3	6	20787307
chr1	20806292	21176897	-	EIF4G3	5	21176897
chr1	21217250	21345504	-	ECE1	4	21345504
chr1	21440137	21484900	+	NBPF3	1	21440137
chr1	21508984	21578410	+	ALPL	3	21508984
chr1	21596221	21669357	-	RAP1GAP	2	21669357
chr1	21678298	21783149	-	USP48	2	21783149
chr1	21812265	21825225	+	LDLRAD2	1	21812265
chr1	21822244	21937310	-	HSPG2	1	21937310
chr1	21977022	21989354	+	CELA3B	1	21977022
chr1	22001657	22012542	+	CELA3A	1	22001657
chr1	22052709	22101360	+	CDC42	2	22052709
chr1	22117313	22143097	-	WNT4	1	22143097
chr1	22451851	22531154	+	ZBTB40	1	22451851
chr1	22563489	22603595	+	EPHA8	2	22563489
chr1	22636463	22639678	+	C1QA	2	22636463
chr1	22643633	22648108	+	C1QC	1	22643633
chr1	22653236	22661637	+	C1QB	1	22653236
chr1	22710838	22921500	+	EPHB2	2	22710838
chr1	22953043	22972866	-	LACTBL1	1	22972866
chr1	23010834	23015852	-	TEX46	1	23015852
chr1	23019468	23083689	+	KDM1A	1	23019468
chr1	23083642	23177689	-	LUZP1	2	23177689
chr1	23191895	23217502	-	HTR1D	1	23217502
chr1	23304688	23344284	-	HNRNPR	1	23344284
chr1	23359448	23369836	-	ZNF436	2	23369836
chr1	23380909	23424748	-	TCEA3	1	23424748
chr1	23428563	23484179	-	ASAP3	1	23484179
chr1	23506438	23531233	-	E2F2	1	23531233
chr1	23557926	23559501	-	ID3	1	23559501
chr1	23691779	23696835	+	RPL11	2	23691779
chr1	23743471	23762059	+	ELOA	1	23743471
chr1	23778418	23788232	+	PITHD1	1	23778418
chr1	23791145	23795539	+	LYPLA2	1	23791145
chr1	23795599	23800754	-	GALE	3	23800754
chr1	23801885	23825429	-	HMGCL	1	23825429
chr1	23845077	23868290	-	FUCA1	1	23868290
chr1	23870515	23913362	-	CNR2	1	23913362
chr1	23959828	23963462	+	PNRC2	1	23959828
chr1	23964347	23980327	-	SRSF10	1	23980327
chr1	24056041	24112135	-	MYOM3	1	24112135
chr1	24119771	24143140	-	IL22RA1	1	24143140
chr1	24154168	24187289	-	IFNLR1	1	24187289
chr1	24319357	24364482	+	GRHL3	3	24319357
chr1	24356999	24415044	-	STPG1	2	24415044
chr1	24413524	24472983	+	NIPAL3	5	24413524
chr1	24502344	24541040	+	RCAN3	4	24502344
chr1	24556087	24609328	+	NCMAP	1	24556087
chr1	24643302	24673281	+	SRRM1	3	24643302
chr1	24745447	24844321	+	CLIC4	1	24745447
chr1	24899511	24965010	-	RUNX3	2	24965010
chr1	25222276	25232502	-	SYF2	1	25232502
chr1	25242249	25338254	-	RSRP1	2	25338254
chr1	25272486	25330445	+	RHD	2	25272486
chr1	25338334	25362361	+	TMEM50A	1	25338334
chr1	25362249	25420935	-	RHCE	2	25420935
chr1	25430897	25500209	+	MACO1	1	25430897
chr1	25543606	25568886	+	LDLRAP1	1	25543606
chr1	25616791	25784450	+	MAN1C1	2	25616791
chr1	25800193	25818221	+	SELENON	1	25800193
chr1	25819954	25832938	+	MTFR1L	3	25819954
chr1	25831906	25859457	-	AUNIP	2	25859457
chr1	25861484	25875708	-	PAQR7	1	25875708
chr1	25884179	25906880	-	STMN1	4	25906880
chr1	25959767	25998063	-	PAFAH2	1	25998063
chr1	26021775	26036464	+	EXTL1	1	26021775
chr1	26037252	26046118	-	SLC30A2	1	26046118
chr1	26051301	26067630	-	TRIM63	1	26067630
chr1	26111162	26125555	+	PDIK1L	2	26111162
chr1	26159079	26163962	+	FAM110D	1	26159079
chr1	26164101	26168963	-	C1orf232	2	26168963
chr1	26169521	26171832	-	ZNF593OS	1	26171832
chr1	26169908	26170873	+	ZNF593	1	26169908
chr1	26177491	26189884	+	CNKSR1	1	26177491
chr1	26190602	26202964	+	CATSPER4	1	26190602
chr1	26234200	26278808	+	CEP85	2	26234200
chr1	26280086	26281522	+	SH3BGRL3	1	26280086
chr1	26282282	26318355	-	UBXN11	2	26318355
chr1	26317958	26320523	+	CD52	1	26317958
chr1	26321865	26354130	-	CRYBG2	1	26354130
chr1	26361634	26372794	-	ZNF683	2	26372794
chr1	26410817	26429728	+	LIN28A	1	26410817
chr1	26432321	26471306	+	DHDDS	1	26432321
chr1	26472440	26476642	+	HMGN2	1	26472440
chr1	26529761	26575025	+	RPS6KA1	3	26529761
chr1	26696015	26782104	+	ARID1A	1	26696015
chr1	26787054	26800659	+	PIGV	4	26787054
chr1	26826688	26857604	+	ZDHHC18	1	26826688
chr1	26863149	26864456	+	SFN	1	26863149
chr1	26876132	26890283	-	GPN2	1	26890283
chr1	26890488	26900467	-	GPATCH3	1	26900467
chr1	26911489	26913975	-	NR0B2	1	26913975
chr1	26921743	26946871	+	NUDC	1	26921743
chr1	26949562	26960468	-	KDF1	1	26960468
chr1	26993692	27000886	+	TRNP1	1	26993692
chr1	27005020	27012850	-	TENT5B	1	27012850
chr1	27098809	27155125	-	SLC9A1	1	27155125
chr1	27234632	27308636	+	WDTC1	1	27234632
chr1	27322163	27336400	+	TMEM222	1	27322163
chr1	27342022	27353932	+	SYTL1	1	27342022
chr1	27355184	27366961	-	MAP3K6	1	27366961
chr1	27369110	27374852	-	FCN3	2	27374852
chr1	27379176	27383333	-	CD164L2	1	27383333
chr1	27392622	27395814	+	GPR3	1	27392622
chr1	27404230	27490167	-	WASF2	1	27490167
chr1	27534245	27604144	-	AHDC1	2	27604144
chr1	27612064	27635185	-	FGR	3	27635185
chr1	27666064	27672192	-	IFI6	1	27672192
chr1	27725961	27763116	+	FAM76A	1	27725961
chr1	27773219	27824443	+	STX12	1	27773219
chr1	27830782	27851676	+	PPP1R8	1	27830782
chr1	27872544	27886675	+	THEMIS2	1	27872544
chr1	27891524	27914797	-	RPA2	2	27914797
chr1	27935000	27959152	+	SMPDL3B	2	27935000
chr1	27959973	27968093	+	XKR8	1	27959973
chr1	27970344	28088610	-	EYA3	2	28088610
chr1	28147166	28193856	-	PTAFR	2	28193856
chr1	28200278	28233029	-	DNAJC8	1	28233029
chr1	28236124	28238100	+	ATP5IF1	1	28236124
chr1	28259518	28282491	+	SESN2	1	28259518
chr1	28329040	28335965	+	MED18	1	28329040
chr1	28369740	28500364	+	PHACTR4	2	28369740
chr1	28506043	28538989	+	RCC1	2	28506043
chr1	28553085	28578545	+	TRNAU1AP	1	28553085
chr1	28592265	28596666	+	RAB42	2	28592265
chr1	28602850	28643067	-	TAF12	1	28643067
chr1	28668784	28719353	+	GMEB1	1	28668784
chr1	28736624	28769775	+	YTHDF2	2	28736624
chr1	28812170	28871267	+	OPRD1	1	28812170
chr1	28887100	29120041	+	EPB41	5	28887100
chr1	29119429	29123903	-	TMEM200B	2	29123903
chr1	29147743	29181900	-	SRSF4	1	29181900
chr1	29192657	29230934	-	MECR	1	29230934
chr1	29236522	29326800	+	PTPRU	1	29236522
chr1	30711277	30723585	-	MATN1	1	30723585
chr1	30732469	30757774	-	LAPTM5	1	30757774
chr1	30869466	30908758	-	SDC3	1	30908758
chr1	30931506	31065717	-	PUM1	1	31065717
chr1	31179745	31239887	-	NKAIN1	1	31239887
chr1	31259568	31296788	-	SNRNP40	1	31296788
chr1	31297032	31364936	+	ZCCHC17	1	31297032
chr1	31365253	31373076	-	FABP3	1	31373076
chr1	31409777	31434678	+	SERINC2	4	31409777
chr1	31576515	31587686	+	TINAGL1	2	31576515
chr1	31617689	31627613	+	HCRTR1	1	31617689
chr1	31629866	31644876	-	PEF1	2	31644876
chr1	31652263	31704017	-	COL16A1	1	31704017
chr1	31727117	31764340	-	ADGRB2	1	31764340
chr1	31790422	31816022	-	SPOCD1	2	31816022
chr1	31906421	31938368	-	PTP4A2	2	31938368
chr1	32013868	32043877	+	KHDRBS1	1	32013868
chr1	32072031	32102863	+	TMEM39B	2	32072031
chr1	32108056	32176563	+	KPNA6	1	32108056
chr1	32179675	32198285	+	TXLNA	2	32179675
chr1	32200595	32205387	+	CCDC28B	1	32200595
chr1	32205671	32208682	+	IQCC	1	32205671
chr1	32209089	32216192	+	DCDC2B	1	32209089
chr1	32216200	32222353	-	TMEM234	1	32222353
chr1	32222407	32236170	+	EIF3I	2	32222407
chr1	32247222	32248856	+	FAM167B	1	32247222
chr1	32251265	32286165	+	LCK	2	32251265
chr1	32292083	32333626	+	HDAC1	1	32292083
chr1	32333839	32336233	-	MARCKSL1	1	32336233
chr1	32361270	32362485	-	FAM229A	1	32362485
chr1	32362539	32364312	+	TSSK3	1	32362539
chr1	32364633	32394441	-	BSDC1	1	32394441
chr1	32465072	32496686	+	ZBTB8B	1	32465072
chr1	32539427	32605941	+	ZBTB8A	1	32539427
chr1	32620820	32650932	-	ZBTB8OS	2	32650932
chr1	32651208	32686211	+	RBBP4	2	32651208
chr1	32679906	32702770	-	SYNC	1	32702770
chr1	32741830	32774970	+	KIAA1522	3	32741830
chr1	32775239	32817358	-	YARS1	1	32817358
chr1	32817442	32858875	+	S100PBP	2	32817442
chr1	32862268	32872484	-	FNDC5	2	32872484
chr1	32886491	32894646	+	HPCA	1	32886491
chr1	32894595	32901389	-	TMEM54	1	32901389
chr1	32936449	32964809	-	RNF19B	1	32964809
chr1	33007940	33036883	-	AK2	2	33036883
chr1	33081153	33123492	+	AZIN2	3	33081153
chr1	33145399	33182043	-	TRIM62	2	33182043
chr1	33256492	33300719	+	ZNF362	2	33256492
chr1	33306766	33321098	-	A3GALT2	1	33321098
chr1	33323626	33431095	-	PHC2	3	33431095
chr1	33472645	33501643	+	ZSCAN20	1	33472645
chr1	33513998	34165842	-	CSMD2	2	34165842
chr1	33860475	33864791	+	HMGB4	2	33860475
chr1	34166993	34219131	+	C1orf94	2	34166993
chr1	34755047	34758512	+	GJB5	1	34755047
chr1	34759740	34762327	+	GJB4	1	34759740
chr1	34781214	34786364	+	GJB3	2	34781214
chr1	34792999	34795747	+	GJA4	1	34792999
chr1	34850362	34859749	-	SMIM12	2	34859749
chr1	34865436	34929650	-	DLGAP3	1	34929650
chr1	34981380	34985347	-	TMEM35B	1	34985347
chr1	34986165	35031945	-	ZMYM6	1	35031945
chr1	35059786	35115859	+	ZMYM1	2	35059786
chr1	35182936	35193145	-	SFPQ	1	35193145
chr1	35268709	35422058	+	ZMYM4	2	35268709
chr1	35433492	35557403	-	KIAA0319L	1	35557403
chr1	35557799	35566779	+	NCDN	1	35557799
chr1	35573314	35595328	+	TFAP2E	1	35573314
chr1	35599541	35641526	-	PSMB2	2	35641526
chr1	35713877	35718884	-	C1orf216	2	35718884
chr1	35720213	35769978	-	CLSPN	2	35769978
chr1	35808016	35857890	+	AGO4	1	35808016
chr1	35869761	35930532	+	AGO1	2	35869761
chr1	35931105	36072500	+	AGO3	1	35931105
chr1	36084094	36088275	+	TEKT2	1	36084094
chr1	36088892	36093932	+	ADPRS	1	36088892
chr1	36095239	36125222	-	COL8A2	1	36125222
chr1	36136572	36156053	-	TRAPPC3	2	36156053
chr1	36156160	36180849	+	MAP7D1	1	36156160
chr1	36224443	36305357	+	THRAP3	1	36224443
chr1	36306368	36321347	+	SH3D21	2	36306368
chr1	36322030	36324154	-	EVA1B	2	36324154
chr1	36339628	36385924	-	STK40	1	36385924
chr1	36393436	36397908	-	LSM10	1	36397908
chr1	36417906	36450451	-	OSCP1	2	36450451
chr1	36455718	36464384	-	MRPS15	1	36464384
chr1	36466043	36483314	-	CSF3R	2	36483314
chr1	36795527	37034515	-	GRIK3	1	37034515
chr1	37474580	37484377	+	ZC3H12A	1	37474580
chr1	37489993	37514766	-	MEAF6	1	37514766
chr1	37534449	37554293	-	SNIP1	1	37554293
chr1	37556940	37566857	+	DNALI1	1	37556940
chr1	37566816	37595937	-	GNL2	1	37595937
chr1	37611350	37634892	-	RSPO1	1	37634892
chr1	37681570	37692242	-	C1orf109	2	37692242
chr1	37692516	37709719	+	CDCA8	1	37692516
chr1	37715976	37765120	-	EPHA10	2	37765120
chr1	37793847	37801133	+	MANEAL	2	37793847
chr1	37802945	37808208	-	YRDC	1	37808208
chr1	37807790	37809454	+	C1orf122	1	37807790
chr1	37809574	37859592	-	MTF1	1	37859592
chr1	37860697	37947057	-	INPP5B	5	37947057
chr1	37956975	37990022	-	SF3A3	1	37990022
chr1	37996770	38005514	-	FHL3	1	38005514
chr1	38012734	38024820	+	UTP11	1	38012734
chr1	38043829	38046793	-	POU3F1	1	38046793
chr1	38838198	38859772	-	RRAGC	1	38859772
chr1	38862493	38873348	-	MYCBP	1	38873348
chr1	38874069	38881587	-	GJA9	1	38881587
chr1	38885807	38941830	-	RHBDL2	2	38941830
chr1	38991276	39006059	+	AKIRIN1	1	38991276
chr1	39026350	39034615	+	NDUFS5	1	39026350
chr1	39084167	39487138	+	MACF1	3	39084167
chr1	39491636	39529869	+	BMP8A	1	39491636
chr1	39560816	39576790	-	PABPC4	1	39576790
chr1	39623435	39639643	-	HEYL	1	39639643
chr1	39651229	39672107	-	NT5C1A	1	39672107
chr1	39678648	39691433	-	HPCAL4	1	39691433
chr1	39738882	39763914	+	PPIE	2	39738882
chr1	39757182	39788865	-	BMP8B	1	39788865
chr1	39769523	39771348	-	OXCT2	1	39771348
chr1	39838110	39883511	-	TRIT1	2	39883511
chr1	39895428	39901917	-	MYCL	2	39901917
chr1	39955145	39969956	+	MFSD2A	1	39955145
chr1	40040240	40072648	+	CAP1	3	40040240
chr1	40071461	40097252	-	PPT1	2	40097252
chr1	40161387	40240921	+	RLF	1	40161387
chr1	40247937	40251684	+	TMCO2	1	40247937
chr1	40258236	40294180	+	ZMPSTE24	1	40258236
chr1	40300489	40317286	-	COL9A2	1	40317286
chr1	40373727	40423326	+	SMAP2	4	40373727
chr1	40450064	40463715	+	ZFP69B	2	40450064
chr1	40477290	40496343	+	ZFP69	1	40477290
chr1	40508767	40516038	+	EXO5	1	40508767
chr1	40531637	40548167	+	ZNF684	1	40531637
