chr1	3547330	3566671	-	WRAP73	49856
chr1	3569128	3652765	+	TP73	7161
chr1	3668964	3688209	+	CCDC27	148870
chr1	3689324	3692546	+	SMIM1	388588
chr1	3696783	3713068	-	LRRC47	57470
chr1	3728644	3773797	-	CEP104	9731
chr1	3773830	3801993	+	DFFB	1677
chr1	3805696	3816857	-	C1orf174	339448
chr1	4715104	4837854	+	AJAP1	55966
chr1	5922867	6052533	-	NPHP4	261734
chr1	6052357	6161253	+	KCNAB2	8514
chr1	6161846	6240194	-	CHD5	26038
chr1	6245079	6259679	-	RPL22	6146
chr1	6266188	6281359	+	RNF207	388591
chr1	6281252	6296044	-	ICMT	23463
chr1	6304251	6305638	+	HES3	390992
chr1	6307405	6321035	-	GPR153	387509
chr1	6324331	6419004	-	ACOT7	11332
chr1	6475293	6479979	-	HES2	54626
chr1	6484847	6521004	+	ESPN	83715
chr1	6521213	6526255	-	TNFRSF25	8718
chr1	6526151	6545529	-	PLEKHG5	57449
chr1	6581406	6614658	-	NOL9	79707
chr1	6615337	6639817	+	TAS1R1	80835
chr1	6640050	6649340	+	ZBTB48	3104
chr1	6650783	6662958	-	KLHL21	9903
chr1	6673755	6684093	+	PHF13	148479
chr1	6684924	6693642	+	THAP3	90326
chr1	6694227	6761966	-	DNAJC11	55735
chr1	6845383	7829766	+	CAMTA1	23261
chr1	7831328	7841492	+	VAMP3	9341
chr1	7844488	7905240	+	PER3	8863
chr1	7907671	7913104	-	UTS2	10911
chr1	7975930	8003225	-	TNFRSF9	3604
chr1	8021713	8045342	+	PARK7	11315
chr1	8071778	8086393	-	ERRFI1	54206
chr1	8378144	8404227	+	SLC45A1	50651
chr1	8412463	8483747	-	RERE	473
chr1	8921060	8938745	-	ENO1	2023
chr1	9005892	9034503	+	CA6	765
chr1	9063358	9086404	-	SLC2A7	155184
chr1	9097004	9129887	-	SLC2A5	6518
chr1	9164475	9189229	-	GPR157	80045
chr1	9294862	9331394	+	H6PD	9563
chr1	9352940	9429590	+	SPSB1	80176
chr1	9599527	9642831	+	SLC25A33	84275
chr1	9648931	9665020	+	TMEM201	199953
chr1	9711788	9788980	+	PIK3CD	5293
chr1	9789078	9884584	-	CLSTN1	22883
chr1	9908333	9970316	-	CTNNBIP1	56998
chr1	9982170	10003485	-	LZIC	84328
chr1	10002980	10045556	+	NMNAT1	64802
chr1	10057254	10076078	+	RBP7	116362
chr1	10093040	10241296	+	UBE4B	10277
chr1	10270763	10368655	+	KIF1B	23095
chr1	10459048	10480568	+	PGD	5226
chr1	10490158	10512060	+	CENPS-CORT	100526739
chr1	10520602	10532613	-	DFFA	1676
chr1	10535002	10690815	+	PEX14	5195
chr1	10696665	10856733	-	CASZ1	54897
chr1	11006529	11042094	-	C1orf127	148345
chr1	11072678	11085549	+	TARDBP	23435
chr1	11086579	11107296	-	MASP2	10747
chr1	11114648	11120091	-	SRM	6723
chr1	11126669	11159967	-	EXOSC10	5394
chr1	11249345	11256038	+	ANGPTL7	10218
chr1	11166587	11322608	-	MTOR	2475
chr1	11333254	11348491	+	UBIAD1	29914
chr1	11539294	11597640	+	DISP3	57540
chr1	11708417	11714888	-	FBXO2	26232
chr1	11714431	11723384	+	FBXO44	93611
chr1	11724149	11734409	+	FBXO6	26270
chr1	11734536	11741271	-	MAD2L2	10459
chr1	11751780	11780336	+	DRAXIN	374946
chr1	11796141	11810828	+	AGTRAP	57085
chr1	11822249	11849642	+	C1orf167	284498
chr1	11845786	11863734	-	MTHFR	4524
chr1	11866152	11903201	+	CLCN6	1185
chr1	11905766	11907840	-	NPPA	4878
chr1	11917520	11918992	-	NPPB	4879
chr1	11979644	11986485	-	KIAA2013	90231
chr1	11994723	12035599	+	PLOD1	5351
chr1	12040237	12073572	+	MFN2	9927
chr1	12079298	12092106	+	MIIP	60672
chr1	12123433	12204264	+	TNFRSF8	943
chr1	12227059	12269277	+	TNFRSF1B	7133
chr1	12290095	12572098	+	VPS13D	55187
chr1	12627938	12656409	-	DHRS3	9249
chr1	12704565	12727097	+	AADACL4	343066
chr1	12776117	12788726	+	AADACL3	126767
chr1	12806133	12821102	+	C1orf158	93190
chr1	12834990	12838048	+	PRAMEF12	390999
chr1	12851545	12856777	+	PRAMEF1	65121
chr1	12884617	12891264	-	PRAMEF11	440560
chr1	12907229	12908609	-	HNRNPCL1	343069
chr1	12916940	12921764	+	PRAMEF2	65122
chr1	12939032	12946025	-	PRAMEF4	400735
chr1	12976466	12980300	-	PRAMEF8	391002
chr1	12998504	13002353	-	PRAMEF9	343070
chr1	12998301	13007406	+	PRAMEF6	440561
chr1	13035498	13039011	-	PRAMEF18	391003
chr1	13052239	13112702	-	PRAMEF25	441873
chr1	13108513	13117751	+	PRAMEF5	343068
chr1	13182959	13184326	-	HNRNPCL2	440563
chr1	13409127	13414502	+	PRAMEF10	343071
chr1	13421175	13428190	+	PRAMEF15	653619
chr1	13447413	13452656	-	PRAMEF13	400736
chr1	13328832	13477528	-	PRAMEF22	653606
chr1	13474052	13477569	-	PRAMEF19	645414
chr1	13495257	13498257	+	PRAMEF17	391004
chr1	13516065	13526943	+	PRAMEF20	645425
chr1	13801444	13840242	-	LRRC38	126755
chr1	13910251	13944452	+	PDPN	10630
chr1	14026734	14114574	+	PRDM2	7799
chr1	14925212	15394651	+	KAZN	23254
chr1	15490691	15498120	-	C1orf195	727684
chr1	15479027	15546974	+	TMEM51	55092
chr1	15573720	15724623	+	FHAD1	114827
chr1	15736390	15756839	+	EFHD2	79180
chr1	15764937	15773153	+	CTRC	11330
chr1	15783222	15798586	+	CELA2A	63036
chr1	15802595	15817895	+	CELA2B	51032
chr1	15817896	15850940	-	CELA2B-CASP9	842
chr1	15853307	15898228	+	DNAJC16	23341
chr1	15898193	15911605	-	AGMAT	79814
chr1	15943952	15987552	+	DDI2	84301
chr1	15986207	15988525	+	RSC1A1	6248
chr1	16010797	16061264	+	PLEKHM2	23207
chr1	16062808	16067887	+	SLC25A34	284723
chr1	16068986	16074292	+	TMEM82	388595
chr1	16083153	16113089	+	FBLIM1	54751
chr1	16133656	16134194	-	UQCRHL	440567
chr1	16174358	16266950	+	SPEN	23013
chr1	16268363	16302627	-	ZBTB17	7709
chr1	16330730	16333190	+	SRARP	149563
chr1	16340522	16345285	-	HSPB7	27129
chr1	16348485	16360545	+	CLCNKA	1187
chr1	16370230	16383821	+	CLCNKB	1188
chr1	16384263	16400127	-	FAM131C	348487
chr1	16450831	16482604	-	EPHA2	1969
chr1	16524348	16539166	-	ARHGEF19	128272
chr1	16558181	16563659	-	RSG1	79363
chr1	16573334	16678986	-	FBXO42	54455
chr1	16693524	16724643	+	SZRD1	26099
chr1	16725137	16763919	-	SPATA21	374955
chr1	16767166	16786584	+	NECAP2	55707
chr1	16888921	16940100	-	NBPF1	55672
chr1	16999497	17000152	-	FAM231C	729587
chr1	17081128	17090975	-	MST1L	11223
chr1	17248444	17299474	+	CROCC	9696
chr1	17300998	17307173	-	MFAP2	4237
chr1	17312452	17338467	-	ATP13A2	23400
chr1	17345224	17380665	-	SDHB	6390
chr1	17393255	17445948	-	PADI2	11240
chr1	17531620	17572501	+	PADI1	29943
chr1	17575592	17610727	+	PADI3	51702
chr1	17634689	17690495	+	PADI4	23569
chr1	17698690	17728195	+	PADI6	353238
chr1	17733250	17765059	-	RCC2	55920
chr1	17866329	18024370	+	ARHGEF10L	55160
chr1	18081807	18153558	+	ACTL8	81569
chr1	18434239	18704977	+	IGSF21	84966
chr1	18807423	18812480	+	KLHDC7A	127707
chr1	18957499	19062632	+	PAX7	5081
chr1	19166092	19186155	-	TAS1R2	80834
chr1	19197923	19217385	-	ALDH4A1	8659
chr1	19230773	19282826	-	IFFO2	126917
chr1	19400999	19536746	-	UBR4	23352
chr1	19542157	19578053	-	EMC1	23065
chr1	19578074	19586622	+	MRTO4	51154
chr1	19592475	19600616	-	AKR7L	246181
chr1	19609056	19615280	-	AKR7A3	22977
chr1	19629201	19638640	-	AKR7A2	8574
chr1	19638739	19655794	+	PQLC2	54896
chr1	19665266	19812135	-	CAPZB	832
chr1	19923470	19984949	+	MINOS1-NBL1	100532736
chr1	19991779	20007459	+	HTR6	3362
chr1	20008705	20126514	-	TMCO4	255104
chr1	20140521	20141771	-	RNF186	54546
chr1	20208887	20239437	+	OTUD3	23252
chr1	20246799	20250110	-	PLA2G2E	30814
chr1	20301923	20306152	-	PLA2G2A	5320
chr1	20396700	20418394	+	PLA2G5	5322
chr1	20439142	20446059	-	PLA2G2D	26279
chr1	20465822	20476879	+	PLA2G2F	64600
chr1	20489584	20503857	-	PLA2G2C	391013
chr1	20512570	20522541	+	UBXN10	127733
chr1	20617411	20681387	+	VWA5B1	127731
chr1	20808883	20812728	-	CAMK2N1	55450
chr1	20825940	20834674	-	MUL1	79594
chr1	20878931	20881513	+	FAM43B	163933
chr1	20915443	20945400	+	CDA	978
chr1	20959947	20978004	+	PINK1	65018
chr1	20978259	20988037	-	DDOST	1650
chr1	20990506	21044510	-	KIF17	57576
chr1	21046224	21059133	-	SH2D5	400745
chr1	21069170	21113181	-	HP1BP3	50809
chr1	21132784	21494532	-	EIF4G3	8672
chr1	21543739	21606183	-	ECE1	1889
chr1	21766582	21811393	+	NBPF3	84224
chr1	21835850	21904905	+	ALPL	249
chr1	21922713	21978348	-	RAP1GAP	5909
chr1	22005071	22109692	-	USP48	84196
chr1	22138757	22151714	+	LDLRAD2	401944
chr1	22148724	22263790	-	HSPG2	3339
chr1	22303386	22315847	+	CELA3B	23436
chr1	22328148	22339035	+	CELA3A	10136
chr1	22379119	22417296	+	CDC42	998
chr1	22443797	22469519	-	WNT4	54361
chr1	22778343	22857650	+	ZBTB40	9923
chr1	22889994	22916112	+	EPHA8	2046
chr1	22962998	22966175	+	C1QA	712
chr1	22970109	22974604	+	C1QC	714
chr1	22979473	22988129	+	C1QB	713
chr1	23037330	23247993	+	EPHB2	2048
chr1	23279535	23291923	-	LACTBL1	646262
chr1	23337326	23342343	-	TEX46	729059
chr1	23345940	23410184	+	KDM1A	23028
chr1	23410515	23495351	-	LUZP1	7798
chr1	23518387	23521222	-	HTR1D	3352
chr1	23631180	23670857	-	HNRNPR	10236
chr1	23685940	23694879	-	ZNF436	80818
chr1	23707401	23751272	-	TCEA3	6920
chr1	23755055	23810750	-	ASAP3	55616
chr1	23832919	23857712	-	E2F2	1870
chr1	23884420	23886285	-	ID3	3399
chr1	23953823	23967058	+	MDS2	259283
chr1	24018268	24022915	+	RPL11	6135
chr1	24069855	24088549	+	ELOA	6924
chr1	24104875	24114722	+	PITHD1	57095
chr1	24117645	24122029	+	LYPLA2	11313
chr1	24122088	24126060	-	GALE	2582
chr1	24128366	24151949	-	HMGCL	3155
chr1	24171571	24194859	-	FUCA1	2517
chr1	24200459	24239817	-	CNR2	1269
chr1	24286300	24289949	+	PNRC2	55629
chr1	24290836	24306953	-	SRSF10	10772
chr1	24382530	24438665	-	MYOM3	127294
chr1	24446260	24469775	-	IL22RA1	58985
chr1	24480646	24513765	-	IFNLR1	163702
chr1	24645811	24681808	+	GRHL3	57822
chr1	24683488	24740262	-	STPG1	90529
chr1	24739976	24799473	+	NIPAL3	57185
chr1	24828840	24863510	+	RCAN3	11123
chr1	24882566	24935818	+	NCMAP	400746
chr1	24969593	24999772	+	SRRM1	10250
chr1	25071759	25170815	+	CLIC4	25932
chr1	25226001	25256770	-	RUNX3	864
chr1	25548766	25559013	-	SYF2	25949
chr1	25568727	25574010	-	RSRP1	57035
chr1	25598976	25656936	+	RHD	6007
chr1	25664788	25688852	+	TMEM50A	23585
chr1	25688739	25747405	-	RHCE	6006
chr1	25757348	25826698	+	MACO1	55219
chr1	25870075	25895377	+	LDLRAP1	26119
chr1	25943958	26112698	+	MAN1C1	57134
chr1	26126666	26144713	+	SELENON	57190
chr1	26146396	26159433	+	MTFR1L	56181
chr1	26158403	26185949	-	AUNIP	79000
chr1	26187974	26197744	-	PAQR7	164091
chr1	26210676	26232993	-	STMN1	3925
chr1	26286257	26324648	-	PAFAH2	5051
chr1	26348270	26362954	+	EXTL1	2134
chr1	26364512	26372629	-	SLC30A2	7780
chr1	26377795	26394125	-	TRIM63	84676
chr1	26437655	26452039	+	PDIK1L	149420
chr1	26485510	26489119	+	FAM110D	79927
chr1	26496387	26497364	+	ZNF593	51042
chr1	26503980	26516375	+	CNKSR1	10256
chr1	26517118	26529033	+	CATSPER4	378807
chr1	26560643	26605301	+	CEP85	64793
chr1	26606212	26608013	+	SH3BGRL3	83442
chr1	26608772	26633195	-	UBXN11	91544
chr1	26644410	26647014	+	CD52	1043
chr1	26648349	26680621	-	CRYBG2	55057
chr1	26688124	26699285	-	ZNF683	257101
chr1	26737258	26756219	+	LIN28A	79727
chr1	26758772	26797795	+	DHDDS	79947
chr1	26798901	26803133	+	HMGN2	3151
chr1	26856248	26901520	+	RPS6KA1	6195
chr1	27022523	27108601	+	ARID1A	8289
chr1	27114453	27124894	+	PIGV	55650
chr1	27153200	27182211	+	ZDHHC18	84243
chr1	27189628	27190948	+	SFN	2810
chr1	27205872	27216869	-	GPN2	54707
chr1	27216978	27226962	-	GPATCH3	63906
chr1	27237974	27240567	-	NR0B2	8431
chr1	27248212	27273362	+	NUDC	10726
chr1	27276046	27286901	-	KDF1	126695
chr1	27320194	27327377	+	TRNP1	388610
chr1	27331510	27339333	-	FAM46B	115572
chr1	27425299	27481621	-	SLC9A1	6548
chr1	27561006	27635124	+	WDTC1	23038
chr1	27648635	27662891	+	TMEM222	84065
chr1	27668482	27680423	+	SYTL1	84958
chr1	27681669	27693357	-	MAP3K6	9064
chr1	27695600	27701343	-	FCN3	8547
chr1	27705665	27709823	-	CD164L2	388611
chr1	27719147	27722317	+	GPR3	2827
chr1	27730729	27816698	-	WASF2	10163
chr1	27860755	27930005	-	AHDC1	27245
chr1	27938800	27952751	-	FGR	2268
chr1	27992571	27998724	-	IFI6	2537
chr1	28052489	28089423	+	FAM76A	199870
chr1	28099693	28150963	+	STX12	23673
chr1	28157251	28178183	+	PPP1R8	5511
chr1	28199053	28213196	+	THEMIS2	9473
chr1	28218035	28241308	-	RPA2	6118
chr1	28261465	28282991	+	SMPDL3B	27293
chr1	28285972	28294607	+	XKR8	55113
chr1	28296854	28415148	-	EYA3	2140
chr1	28473676	28503455	-	PTAFR	5724
chr1	28526789	28559542	-	DNAJC8	22826
chr1	28562601	28564616	+	ATP5IF1	93974
chr1	28585962	28609002	+	SESN2	83667
chr1	28655512	28662478	+	MED18	54797
chr1	28696064	28826881	+	PHACTR4	65979
chr1	28832454	28865708	+	RCC1	1104
chr1	28879528	28905057	+	TRNAU1AP	54952
chr1	28918711	28921955	+	RAB42	115273
chr1	28929608	28969604	-	TAF12	6883
chr1	28995239	29042115	+	GMEB1	10691
chr1	29063132	29096287	+	YTHDF2	51441
chr1	29138653	29190208	+	OPRD1	4985
chr1	29213602	29446558	+	EPB41	2035
chr1	29445936	29449013	-	TMEM200B	399474
chr1	29474249	29508637	-	SRSF4	6429
chr1	29519168	29557470	-	MECR	51102
chr1	29563027	29653325	+	PTPRU	10076
chr1	31184123	31196432	-	MATN1	4146
chr1	31205314	31230683	-	LAPTM5	7805
chr1	31342312	31381480	-	SDC3	9672
chr1	31404352	31538564	-	PUM1	9698
chr1	31652591	31712734	-	NKAIN1	79570
chr1	31732414	31769644	-	SNRNP40	9410
chr1	31769828	31837800	+	ZCCHC17	51538
chr1	31838099	31846135	-	FABP3	2170
chr1	31882411	31907527	+	SERINC2	347735
chr1	32042085	32053287	+	TINAGL1	64129
chr1	32083300	32092919	+	HCRTR1	3061
chr1	32095462	32110218	-	PEF1	553115
chr1	32117847	32169768	-	COL16A1	1307
chr1	32192705	32229664	-	ADGRB2	576
chr1	32256022	32281652	-	SPOCD1	90853
chr1	32372021	32385259	-	PTP4A2	8073
chr1	32479294	32509482	+	KHDRBS1	10657
chr1	32537631	32568467	+	TMEM39B	55116
chr1	32573643	32642168	+	KPNA6	23633
chr1	32645344	32663886	+	TXLNA	200081
chr1	32665986	32670991	+	CCDC28B	79140
chr1	32671235	32674288	+	IQCC	55721
chr1	32674694	32687972	-	DCDC2B-TMEM234	56063
chr1	32687184	32697205	+	EIF3I	8668
chr1	32712817	32714461	+	FAM167B	84734
chr1	32716839	32751768	+	LCK	3932
chr1	32757707	32799224	+	HDAC1	3065
chr1	32799429	32801840	-	MARCKSL1	65108
chr1	32826870	32827844	-	FAM229A	100128071
chr1	32827861	32829924	+	TSSK3	81629
chr1	32830233	32860062	-	BSDC1	55108
chr1	32930657	32953459	+	ZBTB8B	728116
chr1	33004745	33071551	+	ZBTB8A	653121
chr1	33086423	33116191	-	ZBTB8OS	339487
chr1	33116748	33151812	+	RBBP4	5928
chr1	33145506	33168361	-	SYNC	81493
chr1	33207511	33240571	+	KIAA1522	57648
chr1	33240839	33283633	-	YARS	8565
chr1	33283042	33324480	+	S100PBP	64766
chr1	33327868	33336414	-	FNDC5	252995
chr1	33352097	33360247	+	HPCA	3208
chr1	33360193	33367041	-	TMEM54	113452
chr1	33402046	33430414	-	RNF19B	127544
chr1	33473540	33502512	-	AK2	204
chr1	33546713	33586132	+	AZIN2	113451
chr1	33611002	33642151	-	TRIM62	55223
chr1	33722173	33766320	+	ZNF362	149076
chr1	33772366	33786699	-	A3GALT2	127550
chr1	33789223	33815499	-	PHC2	1912
chr1	33938231	33961995	+	ZSCAN20	7579
chr1	34326075	34330392	+	HMGB4	127540
chr1	33979598	34630875	-	CSMD2	114784
chr1	34632483	34684731	+	C1orf94	84970
chr1	35220647	35224113	+	GJB5	2709
chr1	35225341	35229325	+	GJB4	127534
chr1	35246789	35251967	+	GJB3	2707
chr1	35258598	35261348	+	GJA4	2701
chr1	35315962	35324646	-	SMIM12	113444
chr1	35331036	35395186	-	DLGAP3	58512
chr1	35447126	35450948	-	TMEM35B	100506144
chr1	35451766	35497569	-	ZMYM6	9204
chr1	35525386	35581459	+	ZMYM1	79830
chr1	35649200	35658743	-	SFPQ	6421
chr1	35734567	35887545	+	ZMYM4	9202
chr1	35899090	36023037	-	KIAA0319L	79932
chr1	36023392	36032380	+	NCDN	23154
chr1	36038970	36060927	+	TFAP2E	339488
chr1	36065142	36097138	-	PSMB2	5690
chr1	36179476	36182512	-	C1orf216	127703
chr1	36185818	36235551	-	CLSPN	63967
chr1	36273827	36323490	+	AGO4	192670
chr1	36335408	36389899	+	AGO1	26523
chr1	36396682	36522063	+	AGO3	192669
chr1	36549675	36553876	+	TEKT2	27285
chr1	36554452	36559533	+	ADPRHL2	54936
chr1	36560836	36590685	-	COL8A2	1296
chr1	36602169	36615115	-	TRAPPC3	27095
chr1	36621565	36646451	+	MAP7D1	55700
chr1	36690012	36770957	+	THRAP3	9967
chr1	36771993	36786948	+	SH3D21	79729
chr1	36787630	36789249	-	EVA1B	55194
chr1	36805219	36851528	-	STK40	83931
chr1	36859020	36863560	-	LSM10	84967
chr1	36883506	36916086	-	OSCP1	127700
chr1	36921361	36930040	-	MRPS15	64960
chr1	36931643	36948915	-	CSF3R	1441
chr1	37261127	37499844	-	GRIK3	2899
chr1	37940118	37949978	+	ZC3H12A	80149
chr1	37955560	37980420	-	MEAF6	64769
chr1	38000049	38019945	-	SNIP1	79753
chr1	38022519	38032458	+	DNALI1	7802
chr1	38032412	38061586	-	GNL2	29889
chr1	38076950	38100595	-	RSPO1	284654
chr1	38147241	38156267	-	C1orf109	54955
chr1	38158072	38175391	+	CDCA8	55143
chr1	38181645	38230824	-	EPHA10	284656
chr1	38259773	38267278	+	MANEAL	149175
chr1	38268613	38273865	-	YRDC	79693
chr1	38273472	38275126	+	C1orf122	127687
chr1	38275238	38325292	-	MTF1	4520
chr1	38326368	38397463	-	INPP5B	3633
chr1	38422651	38455782	-	SF3A3	10946
chr1	38462441	38471187	-	FHL3	2275
chr1	38478383	38490497	+	UTP11	51118
chr1	38509522	38512450	-	POU3F1	5453
chr1	39303868	39325495	-	RRAGC	64121
chr1	39328161	39339050	-	MYCBP	26292
chr1	39339738	39347298	-	GJA9	81025
chr1	39351477	39395185	-	RHBDL2	54933
chr1	39456915	39471737	+	AKIRIN1	79647
chr1	39491966	39500308	+	NDUFS5	4725
chr1	39875175	39882154	+	KIAA0754	643314
chr1	39549838	39952810	+	MACF1	23499
chr1	39957317	39995541	+	BMP8A	353500
chr1	40026484	40042521	-	PABPC4	8761
chr1	40089102	40105348	-	HEYL	26508
chr1	40124792	40137710	-	NT5C1A	84618
chr1	40144319	40157157	-	HPCAL4	51440
chr1	40204516	40222441	+	PPIE	10450
chr1	40235196	40237020	-	OXCT2	64064
chr1	40222853	40254533	-	BMP8B	656
chr1	40306705	40349183	-	TRIT1	54802
chr1	40361095	40367687	-	MYCL	4610
chr1	40420783	40435640	+	MFSD2A	84879
chr1	40505736	40538321	+	CAP1	10487
chr1	40538381	40563142	-	PPT1	5538
chr1	40627040	40706593	+	RLF	6018
chr1	40713572	40717365	+	TMCO2	127391
chr1	40723721	40759856	+	ZMPSTE24	10269
chr1	40766162	40782939	-	COL9A2	1298
chr1	40839377	40888998	+	SMAP2	64744
chr1	40916336	40929390	+	ZFP69B	65243
chr1	40943301	40962015	+	ZFP69	339559
chr1	40974390	40981722	+	EXO5	64789
chr1	40997232	41013841	+	ZNF684	127396
chr1	41086351	41131324	-	RIMS3	9783
chr1	41157241	41237276	+	NFYC	4802
chr1	41249683	41306124	+	KCNQ4	9132
chr1	41326727	41328018	-	CITED4	163732
chr1	41444970	41478237	+	CTPS1	1503
chr1	41481268	41487427	-	SLFNL1	200172
chr1	41492870	41627104	-	SCMH1	22955
chr1	41827602	41849263	+	FOXO6	100132074
chr1	41944445	41950354	-	EDN2	1907
chr1	41972035	42384378	-	HIVEP3	59269
chr1	42619091	42621495	+	GUCA2B	2981
chr1	42628361	42630395	-	GUCA2A	2980
chr1	42642209	42800636	-	FOXJ3	22887
chr1	42846467	42889900	+	RIMKLA	284716
chr1	42896000	42921938	-	ZMYND12	84217
chr1	42922011	42926901	+	PPCS	79717
chr1	42921740	43119861	+	CCDC30	728621
chr1	43124047	43142429	+	PPIH	10465
chr1	43147905	43169474	+	YBX1	4904
chr1	43198763	43205925	-	CLDN19	149461
chr1	43212005	43232755	-	P3H1	64175
chr1	43232915	43241413	+	C1orf50	79078
chr1	43250702	43266489	+	TMEM269	100129924
chr1	43272722	43283059	-	SVBP	374969
chr1	43282775	43310660	+	ERMAP	114625
chr1	43312243	43318146	+	ZNF691	51058
chr1	43391045	43424847	-	SLC2A1	6513
chr1	43613593	43622067	+	FAM183A	440585
chr1	43629844	43637986	-	EBNA1BP2	10969
chr1	43638000	43676549	+	CFAP57	149465
chr1	43735664	43739673	+	TMEM125	128218
chr1	43747555	43751250	-	C1orf210	149466
chr1	43766565	43788781	+	TIE1	7075
chr1	43803474	43820135	+	MPL	4352
chr1	43824625	43828873	+	CDC20	991
chr1	43829067	43833409	-	ELOVL1	64834
chr1	43849578	43855483	-	MED8	112950
chr1	43916673	43919660	-	HYI	81888
chr1	43855555	43919918	+	SZT2	23334
chr1	43991707	44089343	+	PTPRF	5792
chr1	44115796	44171189	+	KDM4A	9682
chr1	44173167	44396837	+	ST3GAL3	6487
chr1	44398991	44402912	+	ARTN	9048
chr1	44412477	44433694	+	IPO13	9670
chr1	44435652	44439043	+	DPH2	1802
chr1	44440319	44443972	+	ATP6V0B	533
chr1	44444873	44456843	+	B4GALT2	8704
chr1	44457267	44462198	+	CCDC24	149473
chr1	44462154	44483012	-	SLC6A9	6536
chr1	44584521	44600809	+	KLF17	128209
chr1	44603492	44607303	-	KLF18	105378952
chr1	44679124	44686351	+	DMAP1	55929
chr1	44686741	44820951	-	ERI3	79033
chr1	44870831	45117396	+	RNF220	55182
chr1	45118918	45140280	-	TMEM53	79639
chr1	45140393	45191263	+	ARMH1	339541
chr1	45205489	45233438	+	KIF2C	11004
chr1	45241245	45244412	+	RPS8	6202
chr1	45249256	45253426	-	BEST4	266675
chr1	45265896	45271667	+	PLK3	1263
chr1	45271581	45272957	-	TCTEX1D4	343521
chr1	45274153	45279801	+	BTBD19	149478
chr1	45285515	45308616	-	PTCH2	8643
chr1	45316193	45452394	-	EIF2B3	8891
chr1	45468219	45477027	-	HECTD3	79654
chr1	45477804	45481341	+	UROD	7389
chr1	45482075	45672250	-	ZSWIM5	57643
chr1	45792544	45794346	+	HPDL	84842
chr1	45794913	45805629	-	MUTYH	4595
chr1	45805341	45809650	+	TOE1	114034
chr1	45809554	45956840	-	TESK2	10420
chr1	45959534	45965751	-	CCDC163	126661
chr1	45965855	45976739	+	MMACHC	25974
chr1	45976706	45987610	-	PRDX1	5052
chr1	46016454	46035723	+	AKR1A1	10327
